id;nombre_grupoalimento_español;nombre_grupoalimento_inglés;nombre_espaÃ±ol;nombre_inglés;codificación_LanguaL;parte_comestible;luteina (ug por 100 g de porción comestible);carbohidratos (g por 100 g de porción comestible);luteina más zeaxantina (ug por 100 g de porción comestible);licopeno (ug por 100 g de porción comestible);sacarosa (g por 100 g de porción comestible);lactosa (g por 100 g de porción comestible);maltosa (g por 100 g de porción comestible);caroteno, total (precursores de la vitamina A) (ug por 100 g de porción comestible);carotenoides, totales (ug por 100 g de porción comestible);alfa-caroteno (ug por 100 g de porción comestible);beta-caroteno (ug por 100 g de porción comestible);equivalentes de beta-caroteno  (carotenoides provitamina A) (ug por 100 g de porción comestible);colecalciferol (ug por 100 g de porción comestible);retinol(vitamina A preformada) (ug por 100 g de porción comestible);Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug por 100 g de porción comestible);Vitamina D (ug por 100 g de porción comestible);Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg por 100 g de porción comestible);zeaxantina (ug por 100 g de porción comestible);ácido graso 10:0 (ácido cáprico) (g por 100 g de porción comestible);ácido graso 12:0 (láurico) (g por 100 g de porción comestible);ácido graso 14:0 (ácido mirístico) (g por 100 g de porción comestible);ácido graso 16:0 (ácido palmítico) (g por 100 g de porción comestible);ácido graso 16:1 n-7 cis (ácido palmitoléico) (g por 100 g de porción comestible);ácido graso 18:0 (ácido esteárico) (g por 100 g de porción comestible);ácido graso 18:1 n-9 cis (ácido oléico) (g por 100 g de porción comestible);ácido graso 18:2 (g por 100 g de porción comestible);ácido graso 18:3 (g por 100 g de porción comestible);ácido graso 20:0 (ácido araquídico) (g por 100 g de porción comestible);ácido graso 20:1 cis (ácido eicosenóico) (g por 100 g de porción comestible);ácido graso 20:4 n-6  (ácido araquidónico) (g por 100 g de porción comestible);ácido graso 20:5 (ácido eicosapentaenóico) (g por 100 g de porción comestible);ácido graso 22:6 n-3 (ácido docosahexaenóico) (g por 100 g de porción comestible);ácido graso 4:0 (ácido butírico) (g por 100 g de porción comestible);ácido graso 6:0 (ácido capróico) (g por 100 g de porción comestible);ácido graso 8:0 (ácido caprílico) (g por 100 g de porción comestible);ácidos grasos, monoinsaturados totales (g por 100 g de porción comestible);ácidos grasos, poliinsaturados totales (g por 100 g de porción comestible);ácidos grasos saturados totales (g por 100 g de porción comestible);ácidos grasos, trans totales (g por 100 g de porción comestible);fibra, dietetica total (g por 100 g de porción comestible);calcio (mg por 100 g de porción comestible);cloruro (mg por 100 g de porción comestible);hierro, total (mg por 100 g de porción comestible);potasio (mg por 100 g de porción comestible);magnesio (mg por 100 g de porción comestible);sodio (mg por 100 g de porción comestible);hierro, no hemo (mg por 100 g de porción comestible);fósforo (mg por 100 g de porción comestible);fructosa (g por 100 g de porción comestible);glucosa (g por 100 g de porción comestible);proteína, animal (g por 100 g de porción comestible);proteina, vegetal (g por 100 g de porción comestible);alcohol (etanol) (g por 100 g de porción comestible);energía, total (kcal por 100 g de porción comestible);grasa, total (lipidos totales) (g por 100 g de porción comestible);ácidos orgánicos, totales (g por 100 g de porción comestible);proteina, total (g por 100 g de porción comestible);agua (humedad) (mg por 100 g de porción comestible);agua (humedad) (g por 100 g de porción comestible);almidón, total (g por 100 g de porción comestible);brassicasterol (mg por 100 g de porción comestible);campesterol, total (mg por 100 g de porción comestible);colesterol (mg por 100 g de porción comestible);sitosterol (mg por 100 g de porción comestible);estigmasterol (mg por 100 g de porción comestible);azucares, totales (g por 100 g de porción comestible);cobre (mg por 100 g de porción comestible);ioduro (ug por 100 g de porción comestible);manganeso (mg por 100 g de porción comestible);niquel (ug por 100 g de porción comestible);selenio, total (ug por 100 g de porción comestible);zinc (cinc) (mg por 100 g de porción comestible);biotina (mg por 100 g de porción comestible);biotina (ug por 100 g de porción comestible);beta-criptoxantina (ug por 100 g de porción comestible);folato, total (ug por 100 g de porción comestible);niacina, preformada (mg por 100 g de porción comestible);equivalentes de niacina, totales (mg por 100 g de porción comestible);ácido pantoténico (vitamina B5) (mg por 100 g de porción comestible);piridoxina (mg por 100 g de porción comestible);riboflavina (mg por 100 g de porción comestible);tiamina (mg por 100 g de porción comestible);Vitamina B-12 (ug por 100 g de porción comestible);Vitamina B-6, Total (mg por 100 g de porción comestible);Vitamina C (ácido ascórbico) (mg por 100 g de porción comestible);ácido fólico (ug por 100 g de porción comestible)
2482;1;Milk and milk products;Batido de soja;Soya shake;A0719 A0724 A0778 A1042 A1284 B1452 C0155 E0102 F0014 G0001 H0148 H0162 H0252 H0257 J0123 K0003 M0159 N0039 P0024 R0212 Z0112;1.000.000;;3,9;;;;;;;0;;;;;0;0;0;0,74;;;;;;;;;;;;;;;;;;;1;2,6;0,6;;0;100;;0,4;120;15;32;;47;;;;;0;82,488;5,2;;5;;85,9;;;;0;;;;;0;;;1,3;0,2;;;;19;;0,1;;;0,03;0,07;0;0,07;0,47;19
2483;1;Milk and milk products;Crema catalana;Catalan creme;A0452 A0721 A0724 A0789 A1034 A1259 B1201 C0235 E0119 F0014 G0014 H0158 H0186 H0320 J0003 K0003 M0001 N0001 P0024 R0212 Z0109;1.000.000;;15,48;;;;;;;0;;;;0,03;59;63;0,83;0,1;;;;;;;;;;;;;;;;;;;0,76;0,06;1,89;;0;130;;0,1;160;13;81;;110;;;;;0;104,0064;2,9;;3,7;;77,9;;;;10;;;;;8,3;;;2,7;0,4;;;;5;;1;;;0,18;0,04;0,5;0,06;1;5
2484;1;Milk and milk products;Cremoso san millan;"""san millan"" creamy cheese";A0720 A0724 A0786 A1050 A1259 A1271 B1201 C0235 E0119 F0014 G0012 H0367 H0748 J0131 K0004 M0172 N0036 P0024 R0001 Z0112;1.000.000;;3;;;;;;;;;;;;;203,8;0,65;0,24;;;;;;;;;;;;;;;;;;;6,6;0,7;14,3;;0;95;;0,2;98;25;457;;67;;;;;0;261,576;25;;6,7;;63;;;;65;;;;;29;;;6;2,1;;;;3,5;;0,12;;;0;0,05;0,22;0,08;0;3,5
2485;1;Milk and milk products;Cuajada;Curdled milk;A0721 A0724 A0781 A1046 A1259 A1271 B1201 C0245 E0119 F0014 G0012 H0101 H0122 H0184 H0296 H0408 J0104 J0131 K0001 M0172 N0036 P0024 R0001 Z0112;1.000.000;;6,6;;;;;;;;;;;;38;42;0,21;0,23;;;;;;;;;;;;;;;;;;;1,3;0,2;2,9;;0;178;;0,1;218;16;64;;129;;;;;0;87,024;4,7;;4,5;;84,2;;;;6,6;;;;;9;;;9;0,5;;;;5;;1;;;0,22;0,05;0,3;0,12;0;5
2486;1;Milk and milk products;Flan de huevo;Egg custard;A0452 A0724 A0778 A1046 A1259 A1271 B0001 C0235 E0119 F0014 G0001 H0136 H0184 H0186 H0748 J0123 K0003 M0172 N0036 P0024 R0212 Z0112;1.000.000;;20,4;;;;;;;20;;;;;92;95;0,58;0,23;;;;;;;;;;;;;;;;;;;1,82;0,53;2,03;;0;91;;0,7;122;13;63;;107;;;;;0;133,008;3,4;;4,8;;70;;;;147;;;;;33;;;4,6;0,6;;;;9;;0,43;;;0,17;0,05;0,6;0,1;0;9
2487;1;Milk and milk products;Helado de chocolate;Chocolate ice cream;A0721 A0724 A0789 A1042 A1259 A1271 B1201 C0235 E0151 F0018 G0003 H0148 H0157 H0168 H0231 H0263 H0403 H0425 H0539 H0557 H0749 J0136 K0004 M0137 N0036 P0024 R0001 Z0112;1.000.000;;28,2;;;;;;;;;;;;;10,4;0,2;0,3;;;3,191;1,235;0,84;;0,9;0,4;0,172;0,003;;;;;;;;;3,21;0,41;6,8;0,05;1,2;109;;0,93;249;29;76;;107;;;;;0;228,24;11;;3,8;;55,7;;;;34;;;;;0;;;2,5;0,58;;;;16;;0,226;;;0,194;0,042;0,29;0,055;0,7;0
2488;1;Milk and milk products;Helado de fresa;Strawberry ice cream;A0721 A0724 A0789 A1042 A1259 A1271 B1201 C0235 E0151 F0018 G0003 H0145 H0271 H0297 H0395 H0436 H0491 H0539 H0557 H0749 J0136 K0004 M0137 N0036 P0024 R0001 Z0112;1.000.000;;27,6;;;;;;;;;;;;;96;0;0;;;3,191;1,235;0,84;;0,9;0,4;0,172;0,003;;;;;;;;;0;0;5,19;0,05;0,9;120;;0,21;188;14;60;;100;;;;;0;200,256;8,4;;3,2;;60;;;;29;;;;;0;;;1,9;0,34;;;;12;;0,17;;;0,255;0,045;0,3;0,05;7,7;12
2489;1;Milk and milk products;Helado de nata;Cream ice cream;A0721 A0724 A0789 A1042 A1259 A1271 B1201 C0235 E0151 F0018 G0003 H0165 H0263 H0297 H0487 H0492 H0539 H0557 H0749 J0136 K0004 M0137 N0036 P0024 R0001 Z0112;1.000.000;;24,4;;;;;;;;;;;;;112,3;0,1;0,5;;;3,191;1,235;0,84;;0,9;0,4;0,172;0,003;;;;;;;;;2,8;0,3;7,3;0,05;0;146;;0,1;190;14;44;;120;;;;;0;211,368;10,8;;3,9;;60;;;;30;;;;;15;;;3,5;0,5;;;;2;;1;;;0,23;0,04;0,5;0,02;1,3;2
2490;1;Milk and milk products;Leche de almendra;Almond milk;A0719 A0724 A0778 A1042 A1284 B1272 C0155 E0102 F0014 G0001 H0148 H0162 J0123 K0003 M0159 N0039 P0024 R0212 Z0112;1.000.000;;60;;;;;;;;;;;;;120;5;0,09;;;;;;;;;;;;;;;;;;;0,76;1,02;0,43;;6;200;;2;420;60;18;;280;;;;;0;352,8;5,5;;14,5;;97,05;;;;0;;;;;0;;;0;0;;;;0;;0,075;;;0,15;6;0;0;0;0
2491;1;Milk and milk products;Bebida de soja;Soya drink;A0719 A0724 A0778 A1042 A1284 B1452 C0155 E0102 F0014 G0001 H0148 H0162 H0257 J0123 K0003 M0159 N0039 P0024 R0212 Z0112;1.000.000;;5,76;;;;;;;0;;;;;0;2;0;0,74;;;;;;;;;;;;;;;;;;;0,314;0,802;0,206;;1,3;100;;0,8;191;28;3;;47;;;;;0;52,896;1,84;;3,2;;87,9;;;;0;;;;;0;;;1,3;0,39;;;;1;;0,883;;;0,42;0,12;0;0,062;0;1
2492;1;Milk and milk products;Leche de vaca, desnatada, condensada, con azúcar;Milk, skimmed, condensed, with sugar;A0148 A0452 A0626 A0719 A0724 A0740 A0779 B1201 C0235 E0139 F0018 G0003 H0136 H0138 H0248 J0135 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;60;;;;;;;20;;;;;28;31,33;0,85;0,04;;;;;;;;;;;;;;;;;;;0,1;0;0,1;;0;330;;0,33;450;33;150;;270;;;;;0;287,3856;0,201;;10;;29,8;;;;1;;;;;89;;;3;1,2;;;;16;;2,6;;;0,51;0,11;0,9;0,09;5;16
2493;1;Milk and milk products;Leche de vaca, entera;Whole milk;A0719 A0724 A0778 A1042 A1259 A1271 B1201 C0235 E0123 F0014 G0003 H0001 J0147 K0004 M0130 M0156 N0017 N0039 N0040 P0024 R0001 Z0112;1.000.000;;4,7;;;;3,5;;;28;;;;;41,3;46;0,03;0,1;;0,1;0,118;0,371;1,07;;0,35;0,73;0,078;0,009;;;0,006;0,0016;;0,137;0,08;0,05;1,1;0,13;2,3;0,179;0;124;;0,09;157;11,6;48;;92;;0,222;;;0;65,4048;3,8;;3,06;;88,4;;;;14;;;;;9;;;1,4;0,38;;;;5,5;;0,73;;;0,19;0,04;0,3;0,04;1,4;5,5
2494;1;Milk and milk products;Leche materna;human milk;A0148 A0452 A0626 A0719 A0724 A0740 A0780 B1087 C0235 E0123 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;7;;;;7,92;;;3;;;;;69;69,5;0,07;0,278;;;;;;;;;;;;;;;;;;;1,523;0,435;2,031;;0;29;;0,058;47;3,2;13;;15;;0,025;;;0;69,0384;4,03;;1,15;;87,8;;;;16;;;;;5,1;;;3,3;0,134;;;;8;;0,517;;;0,038;0,015;0,05;0,014;6,5;8
2495;1;Milk and milk products;Preparado lácteo con omega 3;Dairy product with omega 3;A0719 A0724 A0778 A1042 A1284 B1201 C0235 E0102 F0014 G0001 H0162 H0263 J0123 K0003 M0159 N0039 P0024 R0212 Z0112;1.000.000;;5,2;;;;;;;;;;;;;120;0,75;1,5;;;;0,018;0,186;;0,157;1,471;0,203;;;;;0,019;0,026;;;;1,4;0,27;0,23;;0;132;;0;0;0;0;;0;;;;;0;52,812;1,95;;3,5;;88;;;;0;;;;;0;;;0;0;;;;30;;0;;;0;0;0,4;0,3;0;30
2496;1;Milk and milk products;Mousse de chocolate;Chocolate mousse;A0158 A0699 A0724 A0781 A1046 B0001 C0158 E0119 F0014 G0001 H0186 H0231 H0355 J0123 K0003 M0172 N0036 P0024 R0212 Z0112;1.000.000;;37,8;;;;;;;15;;;;;55;57;0,15;0,19;;;;;;;;;;;;;;;;;;;2,59;0,25;4,79;;2,3;132;;0,5;201;19;63;;101;;;;;0;246,96;8,1;;5,1;;41,9;;;;35;;;;;0,45;;;6,1;0,3;;;;4;;0,24;;;0,16;0,03;0,2;0,1;0;4
2497;1;Milk and milk products;Natillas sabor vainilla;Custard, vainilla flavored;A0719 A0724 A0780 A1045 A1259 A1271 B1201 C0235 E0123 F0014 G0001 H0145 H0165 H0296 H0317 H0367 H0403 H0487 H0496 H0748 H0749 J0131 K0004 M0156 M0172 N0036 N0039 P0024 R0001 Z0112;1.000.000;;15,48;;;;;;;;;;;;59;63;0,03;0,1;;;0,1532;0,466;1,392;;0,3144;0,9788;0,1184;0,0124;;;0;0;0;;;;0,76;0,06;1,89;0,02;0;130;;0,1;160;13;81;;110;;;;;0;104,0064;2,9;;3,7;;77,9;;;;10;;;;;8,3;;;2,7;0,4;;;;5;;1;;;0,18;0,04;0,5;0,06;1;5
2498;1;Milk and milk products;Queso azul;Blue cheese;A0138 A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0119 F0014 G0003 H0200 H0208 H0298 H0329 H0367 J0131 K0003 M0172 N0036 P0024 Z0112;0.950000;;0;;;;0,04;;;0;;;;;;290;0,23;0,77;;;;;;;;;;;;;;;;;;;8,24;0,768;17,55;;0;526;;0,18;128;39;787;;362;;;;;0;350,8344;29,8;;21,13;;43,65;;;;88;;;;;9;;;2;4,1;;;;40;;3,517;;;0,5;0,043;0,59;0,18;0;
2499;1;Milk and milk products;Queso brie;Brie cheese;A0138 A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0119 F0014 G0003 H0200 H0208 H0298 H0367 J0131 K0003 M0172 N0036 P0024 Z0112;1.000.000;;0;;;;;;;210;;;;;285;320;0,2;0,5;;;;;;;;;;;;;;;;;;;8,59;0,89;19,35;;0;256;;0,6;119;27;593;;303;;;;;0;342,792;30,7;;17,2;;50,5;;;;80;;;;;4;;;14,5;2;;;;;;5,8;;;0,5;0,06;1,7;0,2;0;
2500;1;Milk and milk products;Queso cabra, curado;Goat cheese, cured;A0138 A0720 A0724 A0784 A1030 A1259 B2245 C0245 E0147 F0014 G0003 H0200 H0208 H0253 H0298 H0367 J0131 K0003 M0172 N0036 P0024 Z0112;1.000.000;;0;;;;;;;0;;;;;395;437;0,2;0,9;;;;;;;;;;;;;;;;;;;10,602;2,4;25,4;;0;190;;1,1;114;26;790;;796;;;;;0;464,256;39,6;;27,6;;29,08;;;;100;;;;;2;;;5,5;2,9;;;;53;;7,233;;;1,2;0,14;1,5;0,1;0;53
2501;1;Milk and milk products;Queso cabrales;Cabrales cheese;A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0147 F0014 G0003 H0200 H0203 H0208 H0298 H0329 H0367 J0131 K0003 M0172 N0036 P0026;0.950000;;0;;;;;;;230;;;;;350;388;0,25;0,6;;;;;;;;;;;;;;;;;;;10,1;1,2;19,38;;0;358;;0,5;95;16;1067;;379;;;;;0;377,208;32,6;;21,5;;41,8;;;;90;;;;;2;;;14,5;2,3;;;;20;;6,3;;;0,3;0,03;1,5;0,1;0;
2502;1;Milk and milk products;Queso curado, genérico;Cured cheese;A0168 A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0147 F0014 G0003 H0200 H0208 H0253 H0293 H0298 H0367 J0131 K0003 M0172 N0036 P0024 Z0112;1.000.000;;0,51;;;;;;;;;;;;;234;0,9;0,61;;;;;;;;;;;;;;;;;;;9,9;1;21,3;;0;848;;0,75;82;33,5;620;;470;;;;;0;449,9424;34;;35,77;;27;;;;74,4;;;;;4,1;;;12;3,2;;;;21,8;;8,2;;;0,33;0,04;1,5;0,2;0;
2503;1;Milk and milk products;Queso de bola;Cheese;A0720 A0724 A0784 A1030 A1259 B2974 C0235 E0147 F0014 G0003 H0102 H0200 H0298 H0367 J0131 K0003 M0172 N0036 P0024 R0212 Z0112;1.000.000;;0;;;;;;;135;;;;;215;238;0,18;0,8;;;;;;;;;;;;;;;;;;;7,92;0,91;17,3;;0;746;;0,6;64;73;778;;462;;;;;0;335,76;28,3;;20,7;;42,3;;;;80;;;;;1,7;;;14,5;2,6;;;;20;;6,3;;;0,4;0,04;1,5;0,1;0;
2504;1;Milk and milk products;Queso edam;Cheese, edam type;A0138 A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0147 F0014 G0003 H0200 H0208 H0298 H0367 J0131 K0003 M0172 N0036 P0026 Z0148;0.950000;;0;;;;;;;135;;;;;215;238;0,18;0,8;;;;;;;;;;;;;;;;;;;7,92;0,91;17,3;;0;746;;0,6;746;30;440;;462;;;;;0;335,76;28,3;;20,7;;42,3;;;;80;;;;;45;;;20,5;2,6;;;;20;;6,1;;;0,4;0,04;1,5;0,1;0;
2505;1;Milk and milk products;Queso emmental;Emmental cheese;A0138 A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0147 F0014 G0003 H0200 H0208 H0253 H0298 H0367 J0131 K0003 M0172 N0036 P0024 P0026 Z0112;0.940000;;0;;;;;;;105;;;;;213;231;0,3;0,35;;0,809;0,989;3,577;9,288;;3,426;7,908;0,489;0,276;;;;;;1,184;0,626;0,347;8,9;1;17,3;;0;1029;;0,8;98;45;275;;746;;;;;0;367,128;28,8;;27,3;;36,7;;;;110;;;;;2;;;11;2,3;;;;9;;7,1;;;0,34;0,05;2,2;0,1;0;
2506;1;Milk and milk products;Queso en porciones;Processed cheese, portions;A0720 A0724 A0776 A0786 A1050 A1271 B1201 C0235 E0115 F0014 G0012 H0184 H0271 H0472 H0557 H0646 H0693 H0746 H0748 J0131 K0004 M0156 M0190 N0039 N0042 P0024 R0001 Z0112;1.000.000;;2,5;;;;;;;220;;;;;;299;0,28;1;;;0,778;2,537;7,415;;3,256;4,95;0,589;0,102;;;0,033;0,005;;;;;10,1;1,05;14,24;1,448;0;276;;0,1;150;30;935;;535;;;;;0;310,08;25,5;;18;;54;0;;;94;;;;;38,5;;;14,5;0,5;;;;5;;4,2;;;0,3;0,03;0,3;0,01;0;5
2507;1;Milk and milk products;Queso fresco de burgos;"Soft cheese, ""burgos"" type";A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0147 F0014 G0003 H0200 H0208 H0298 H0367 J0131 K0003 M0172 N0036 P0026;1.000.000;;2,5;;;;;;;115;;;;0,1;175;194;0;0,56;;;;;;;;;;;;;;;;;;;4,28;0,74;9,46;;0;338;;0,5;121;16;272;;170;;;;;0;197,544;15,4;;12,4;;68,4;;;;14,5;;;;;4,8;;;14,5;1,3;;;;14;;4,1;;;0,17;0,02;0,66;0,08;0;14
2508;1;Milk and milk products;Queso manchego;"Cheese ""manchego"" type";A0168 A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0147 F0014 G0003 H0200 H0208 H0253 H0293 H0298 H0367 J0131 K0003 M0172 N0036 P0024 R0212 Z0112;0.950000;;0,5;;;;;;;0;;;;;273;360;0,28;0,62;;0,0398;0,034;0,061;0,1925;;0,051;0,1384;0,0136;0,155;;;0,055;;;0,0876;0,0704;0,0426;9;0,763;18,9;1,47;0;765;;0,64;100;36;670;;520;;;;;0;389,3736;30,4;;28,77;;40,3;;;;87,8;;;;;34;;;1,6;4;;;;21,3;;4,6;;;0,3;0,04;1,5;0,2;0;21,3
2509;1;Milk and milk products;Lactosa;Lactose;A0719 A0724 A0778 A1042 A1284 B1201 C0209 E0102 F0014 G0001 H0138 H0157 H0162 J0116 K0003 M0172 N0036 R0212 Z0112;1.000.000;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2510;1;Milk and milk products;Queso mozzarella;Mozzarella cheese;A0720 A0724 A0784 A1030 A1259 B0001 C0245 E0136 F0014 G0003 H0200 H0208 H0298 H0367 J0131 K0003 M0172 N0036 P0026;1.000.000;;0;;;;;;;0;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;4,01;0,4;8,67;;0;632;;0,2;67;24;373;;428;;;;;0;222,528;16,1;;19,5;;64,4;;;;78;;;;;0;;;14,5;0;;;;10;;0,14;;;0,27;0,03;0;0,6;0;10
2511;1;Milk and milk products;Queso para untar;Chesee spread;A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0119 F0014 G0003 H0200 H0208 H0221 H0298 H0367 J0131 K0003 M0172 N0036 P0026;1.000.000;;2,3;;;;;;;0;;;;;285;299;0,28;1;;;;;;;;;;;;;;;;;;;9,9;1;19,6;;0;420;;0,1;149;32,3;925;;754;;;;;0;360,8664;32,4;;15,63;;47,7;;;;94,1;;;;;38,5;;;2,7;0,54;;;;15,1;;4,167;;;0,34;0,03;0,28;0,08;0;
2512;1;Milk and milk products;Queso parmesano;Parmesan cheese;A0720 A0724 A0784 A1030 A1259 B2974 C0235 E0117 F0014 G0003 H0102 H0200 H0298 H0367 J0131 K0003 M0172 N0036 P0024 R0212 Z0112;1.000.000;;0;;;;;;;152;;;;;343;368;0,46;0,9;;0,864;1,001;3,215;8,448;;2,655;6,696;0,6364;0,1454;;;;;;1,089;0,677;0,381;7,7;0,58;16,7;;0;1275;;0,7;113;46;839;;782;;;;;0;367,104;26,5;;32,3;;30,5;;;;80;;;;;2;;;23,9;5,3;;;;20;;7,7;;;0,33;0,02;1,5;0,1;0;20
2513;1;Milk and milk products;Queso rallado, genérico;Grated cheese;A0290 A0312 A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0106 F0014 G0003 H0200 H0208 H0253 H0298 H0367 J0131 K0003 M0172 N0036 P0024 Z0112;1.000.000;;0;;;;;;;0;;;;;223;240,17;0,26;0,8;;;;;;;;;;;;;;;;;;;9,3;1,73;17,12;;0;881;;0,349;86;33;588;;581;;;;;0;394,8816;32,1;;26,92;;36,7;;;;120;;;;;2;;;1,6;4,1;;;;10;;6,4;;;0,319;0,018;2;0,128;0;10
2514;1;Milk and milk products;Queso roquefort;Roquefort cheese;A0720 A0724 A0784 A1030 A1259 B1183 C0245 E0147 F0014 G0003 H0200 H0208 H0298 H0367 J0131 K0003 M0172 N0036 P0026;1.000.000;;0;;;;;;;0;;;;;309;309;0,2;0,77;;;;;;;;;;;;;;;;;;;9,1;1,4;20,6;;0;600;;0,5;600;25;1522;;445;;;;;0;354,096;32,8;;15,4;;41,6;;;;100;;;;;2;;;14,5;2;;;;49;;5,6;;;0,7;0,2;0,6;0,1;0;49
2515;1;Milk and milk products;Queso semicurado, genérico;Semi-cured cheese;A0168 A0312 A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0147 F0014 G0003 H0200 H0208 H0253 H0292 H0298 H0367 J0131 K0003 M0172 N0036 P0024 Z0112;1.000.000;;0,5;;;;;;;;;;;;;360;0,28;0,62;;;;;;;;;;;;;;;;;;;9;0,72;18,9;;0;765;;0,64;100;36;670;;520;;;;;0;390,312;30,4;;29;;38;;;;87,8;;;;;34,1;;;1,6;4;;;;21,3;;6,7;;;0,3;0,04;1,5;0,8;0;21,3
2516;1;Milk and milk products;Queso tierno, genérico;Fresh cheese;A0138 A0720 A0724 A0784 A1030 A1259 B1201 C0245 E0147 F0014 G0003 H0200 H0208 H0289 H0298 H0367 J0131 K0003 M0172 N0036 P0024 Z0112;1.000.000;;0;;;;;;;;;;;;;218;0,18;0,6;;;;;;;;;;;;;;;;;;;7,28;0,73;13,68;;0;470;;0,9;100;28;670;;520;;;;;0;331,632;25,4;;26;;47;;;;70;;;;;34;;;1,6;3;;;;20;;5,2;;;0,3;0,02;1,4;0,2;0;20
2517;1;Milk and milk products;Requesón;Cottage cheese;A0720 A0724 A0776 A0787 A1032 A1271 B1201 C0235 E0147 F0022 G0012 H0130 J0104 K0001 M0128 N0036 P0026 R0001;1.000.000;;3,3;;;;;;;14;;;;;;22,3;0,03;0,07;;;;;;;;;;;;;;;;;;;1,16;0,14;2,045;;0;95;;0,3;88;9;230;;150;;;;;0;101,8728;4,3;;12,31;;80,1;;;;13;;;;;2;;;4;0,6;;;;27;;2,917;;;0,25;0,029;0,78;0,08;0;
2518;1;Milk and milk products;Leche fermentada, bifidobacterium, entera, natural;Fermented milk, plain;A0719 A0724 A0783 A1046 A1259 B1201 C0235 E0119 F0014 G0003 H0152 H0208 H0298 H0748 J0131 K0003 M0172 N0036 P0026;1.000.000;;4,4;;;;4,17;;;0;;;;;31;33,5;0,2;0,3;;0,053;0,061;0,187;0,489;;0,146;0,296;0,009;0,006;;;;;;0,074;0,043;0,024;0,9;0,1;2,2;;0;141;;0,1;180;13;51;;107;;;;;0;62,832;3,4;;3,6;;88,6;;;;3;;;;;4;;;1;0,4;;;;5;;0,42;;;0,18;0,04;0,3;0,09;1;5
2519;1;Milk and milk products;Batido fermentado de soja;Soy yogurt;A0719 A0724 A0783 A1046 A1259 B1201 C0235 E0119 F0014 G0003 H0152 H0208 H0298 H0338 H0748 J0131 K0003 M0172 N0036 P0026;1.000.000;;17,06;;;;;;;;;;;;;0;0;0;;;;;0,4176;;0,2088;0,7772;1,264;0,1305;;;;;;;;;1;2,6;0;;0,6;176;;0,64;120;15;15;;47;;;;;0;89,6712;1,18;;2,35;;78,18;;;;0;;;;;0;;;1,3;0,2;;;;19;;0,1;;;0,03;0,07;0;0;17,6;
2520;1;Milk and milk products;Yogur griego;Strained yogurt;A0101 A0724 A0778 B1201 C0235 E0134 F0018 G0003 H0296 H0748 J0135 K0003 M0188 N0036 N0042 P0024 Z0112;1.000.000;;5,4;;;;;;;;;;;;115;121;0,05;0,38;;0,1221;0,1228;0,35;0,9062;;0,3726;0,5722;0,009;0,03;;;0,015;0,01;0,015;0,1528;0,099;0,046;2,46;0,28;6,8;;0;150;;0,3;150;12;71;;130;;;;;0;138,72;10,2;;6,4;;78;0;;;11;;;;;4;;;2;0,5;;;;6;;1,6;;;0,36;0,03;0,2;0,05;0;6
2521;1;Milk and milk products;"Yogur líquido, ""tipo actimel""";"Yoghurt liquid, ""type actimel""";A0719 A0724 A0783 A1046 A1259 A1284 B1201 C0235 E0139 F0014 G0003 H0208 H0298 H0748 J0131 K0003 M0172 N0036 P0026;1.000.000;;4,4;;;;;;;15;;;;;31;33;0,2;0,3;;;;;;;;;;;;;;;;;;;0,9;0,1;2,2;;0;146;;0,1;183;12;55;;103;;;;;0;62,832;3,4;;3,6;;87,5;;;;3;;;;;4;;;1;0,4;;;;5;;0,42;;;0,18;0,04;0,3;0,1;1;5
