id;nombre_grupoalimento_español;nombre_grupoalimento_inglés;nombre_espaÃ±ol;nombre_inglés;codificación_LanguaL;parte_comestible;luteina (ug por 100 g de porción comestible);carbohidratos (g por 100 g de porción comestible);luteina más zeaxantina (ug por 100 g de porción comestible);licopeno (ug por 100 g de porción comestible);sacarosa (g por 100 g de porción comestible);lactosa (g por 100 g de porción comestible);maltosa (g por 100 g de porción comestible);caroteno, total (precursores de la vitamina A) (ug por 100 g de porción comestible);carotenoides, totales (ug por 100 g de porción comestible);alfa-caroteno (ug por 100 g de porción comestible);beta-caroteno (ug por 100 g de porción comestible);equivalentes de beta-caroteno  (carotenoides provitamina A) (ug por 100 g de porción comestible);colecalciferol (ug por 100 g de porción comestible);retinol(vitamina A preformada) (ug por 100 g de porción comestible);Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug por 100 g de porción comestible);Vitamina D (ug por 100 g de porción comestible);Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg por 100 g de porción comestible);zeaxantina (ug por 100 g de porción comestible);ácido graso 10:0 (ácido cáprico) (g por 100 g de porción comestible);ácido graso 12:0 (láurico) (g por 100 g de porción comestible);ácido graso 14:0 (ácido mirístico) (g por 100 g de porción comestible);ácido graso 16:0 (ácido palmítico) (g por 100 g de porción comestible);ácido graso 16:1 n-7 cis (ácido palmitoléico) (g por 100 g de porción comestible);ácido graso 18:0 (ácido esteárico) (g por 100 g de porción comestible);ácido graso 18:1 n-9 cis (ácido oléico) (g por 100 g de porción comestible);ácido graso 18:2 (g por 100 g de porción comestible);ácido graso 18:3 (g por 100 g de porción comestible);ácido graso 20:0 (ácido araquídico) (g por 100 g de porción comestible);ácido graso 20:1 cis (ácido eicosenóico) (g por 100 g de porción comestible);ácido graso 20:4 n-6  (ácido araquidónico) (g por 100 g de porción comestible);ácido graso 20:5 (ácido eicosapentaenóico) (g por 100 g de porción comestible);ácido graso 22:6 n-3 (ácido docosahexaenóico) (g por 100 g de porción comestible);ácido graso 4:0 (ácido butírico) (g por 100 g de porción comestible);ácido graso 6:0 (ácido capróico) (g por 100 g de porción comestible);ácido graso 8:0 (ácido caprílico) (g por 100 g de porción comestible);ácidos grasos, monoinsaturados totales (g por 100 g de porción comestible);ácidos grasos, poliinsaturados totales (g por 100 g de porción comestible);ácidos grasos saturados totales (g por 100 g de porción comestible);ácidos grasos, trans totales (g por 100 g de porción comestible);fibra, dietetica total (g por 100 g de porción comestible);calcio (mg por 100 g de porción comestible);cloruro (mg por 100 g de porción comestible);hierro, total (mg por 100 g de porción comestible);potasio (mg por 100 g de porción comestible);magnesio (mg por 100 g de porción comestible);sodio (mg por 100 g de porción comestible);hierro, no hemo (mg por 100 g de porción comestible);fósforo (mg por 100 g de porción comestible);fructosa (g por 100 g de porción comestible);glucosa (g por 100 g de porción comestible);proteína, animal (g por 100 g de porción comestible);proteina, vegetal (g por 100 g de porción comestible);alcohol (etanol) (g por 100 g de porción comestible);energía, total (kcal por 100 g de porción comestible);grasa, total (lipidos totales) (g por 100 g de porción comestible);ácidos orgánicos, totales (g por 100 g de porción comestible);proteina, total (g por 100 g de porción comestible);agua (humedad) (mg por 100 g de porción comestible);agua (humedad) (g por 100 g de porción comestible);almidón, total (g por 100 g de porción comestible);brassicasterol (mg por 100 g de porción comestible);campesterol, total (mg por 100 g de porción comestible);colesterol (mg por 100 g de porción comestible);sitosterol (mg por 100 g de porción comestible);estigmasterol (mg por 100 g de porción comestible);azucares, totales (g por 100 g de porción comestible);cobre (mg por 100 g de porción comestible);ioduro (ug por 100 g de porción comestible);manganeso (mg por 100 g de porción comestible);niquel (ug por 100 g de porción comestible);selenio, total (ug por 100 g de porción comestible);zinc (cinc) (mg por 100 g de porción comestible);biotina (mg por 100 g de porción comestible);biotina (ug por 100 g de porción comestible);beta-criptoxantina (ug por 100 g de porción comestible);folato, total (ug por 100 g de porción comestible);niacina, preformada (mg por 100 g de porción comestible);equivalentes de niacina, totales (mg por 100 g de porción comestible);ácido pantoténico (vitamina B5) (mg por 100 g de porción comestible);piridoxina (mg por 100 g de porción comestible);riboflavina (mg por 100 g de porción comestible);tiamina (mg por 100 g de porción comestible);Vitamina B-12 (ug por 100 g de porción comestible);Vitamina B-6, Total (mg por 100 g de porción comestible);Vitamina C (ácido ascórbico) (mg por 100 g de porción comestible);ácido fólico (ug por 100 g de porción comestible)
935;7;Pulses, seeds, nuts and products;Castaña, tostada;Chestnut, roasted;A0260 A0455 A0629 A0685 A0703 A0730 A0824 B1544 C0155 E0150 F0014 G0005 H0138 J0116 K0003 M0001 N0001 P0024 R0212 R0497 Z0109 Z0205;0.980000;;39,7;;;;;;;;;;0;;0;0;0;1,4;;;;;;;;;;;;;;;;;;;0,6;1,3;3,2;;7,1;47,3;;1,06;591,6;39;10,6;;87,6;;;0;4;0;225,36;5,3;;4;;40,48;31,8;;;0;;;7,9;;0,02;;;1,8;0,6;;;;85;0,55;0,55;;;0,1;0,18;0;0,3;0;
937;11;Beverages (non-milk);Zumo de limón, fresco;Lemon juice, fresh;A0127 A0455 A0629 A0708 A0732 A0766 A0841 B1275 C0140 E0114 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024 R0212 R0497 Z0112 Z0205;1.000.000;;3,6;;;0,08;;;;;;;12;;0;2;0;0,04;;;;;;;;;;;;;;;;;;;0;0;0;;0,1;7;;0,1;123;6;1;;7;0,52;0,5;0;0,4;0;17,208;0,1;;0,4;;90,8;0;;;0;;;1,16;;1;;;1;0;;;;16;0,1;0,1;;;0,01;0,04;0;0,05;37;
938;9;Fruits and fruit products;Guayaba, sin piel, cruda;Guava, without skin, raw;A0143 A0455 A0629 A0649 A0707 A0732 A0833 B1333 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0001 Z0205 Z0215;0.890000;;11,9;;;1,11;;;;;;;;;;72,5;0;1,12;;;;;;;;;;;;;;;;;;;0;0,25;0,17;;5,4;17;14;0,6;290;13;4;;31;1,8;0,76;;;0;57,2256;0,6;;0,82;;81,3;;;;0;;;;0,1;1,5;0,14;;0,6;0,55;;;;14;;1,1;0,15;0,14;0,04;0,03;0;0,14;273;14
939;1;Milk and milk products;Queso fresco, desnatado, con frutas;Uncured cheese, skimmed, with fruit;A0185 A0452 A0626 A0720 A0724 A0774 A0786 B1201 C0245 E0134 F0018 G0003 H0101 H0147 H0248 J0131 J0135 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;15,3;;;;;;;;;;;;;2,4;0;0;;;;;;;;;;;;;;;;;;;0;0;0;;0,23;93;10,3;0,4;113;12;32;;77;;;;;0;96,36;0,1;;8,1;;76,3;;;;0;;;;;2;;;2,8;0,5;;;;5,7;;0,15;;;0;0,04;0,18;0,1;0;5,7
940;1;Milk and milk products;Queso fundido, extragraso (>60% MG/ES);Processed cheese, >60 % fidm;A0110 A0310 A0452 A0626 A0720 A0724 A0774 B1201 C0245 E0147 F0018 G0003 H0101 H0296 J0135 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;2,4;;;;;;;;;;100;;200;216,667;0,2;0,6;;;;;;;;;;;;;;;;;;;10;0,9;19,45;;0;261;;0,414;92;29;472;;457;;;9,3;0;0;324,792;31,2;;9,3;;52,2;0;;;100;;;2,25;;35;;;19;0,675;;;;3;0,07;0,07;;;0,35;0,04;0,25;0,08;0;
941;1;Milk and milk products;Queso Gouda;Gouda cheese;A0313 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.980000;;0;;;;;;;;;;168;;275;303;0,24;0,53;;;;;;;;;;;;;;;;;;;7,8;0,66;17,7;;0;854;;0,4;114;29;604,897;;490;;;20,36;0;0;326,3808;27,4;;20,36;;42,35;0;;;110;;;0;;3,6;;;1,6;2,2;;;;21;0,07;0,07;;;0,28;0,03;1,7;0,07;0;
942;1;Milk and milk products;Queso manchego, en aceite;"Cheese, ""manchego"" type, in oil";A0311 A0452 A0626 A0720 A0724 A0776 B2247 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0003 K0038 M0001 N0001 P0024 R0212 R0497 Z0112 Z0147;1.000.000;;0;;;;;;;;;;250;;395;436,667;0,25;0,62;;;;;;;;;;;;;;;;;;;12,54;1,21;24,48;;0;579;;0,642;82;20;707;;801;;;26,5;0;0;467,3592;40,455;;26,5;;27,7;0;;;90;;;0;;34;;;1,6;3,121;;;;20;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
943;9;Fruits and fruit products;Macedonia de frutas, conserva en su jugo;Fruit salad, canned in own juice;A0143 A0455 A0629 A0670 A0707 A0732 A0833 B1350 C0229 E0104 F0014 G0003 H0147 J0123 K0039 M0194 N0001 P0024 R0212 R0497 Z0112;1.000.000;;25;;;;;;;;;;;;;9;0;0,32;;;;;;;;;;;;;;;;;;;0,005;0,011;0,004;;1,1;8;;1;120;8;2;;10;;;;;0;106,56;0,1;;0,9;;73,5;;;;0;;;;;2;;;1;0,1;;;;4;;0,3;;0,01;0,01;0,02;0;0,01;3;4
944;1;Milk and milk products;Queso munster;Muenster-type cheese;A0314 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0105 F0001 G0003 H0107 H0289 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0072 Z0112;1.000.000;;0;;;;;;;;;;53;;157;165,833;0,2;0,58;;0,017;0,022;0,067;0,199;;0,086;0,117;0,005;0,033;;;;;;0,015;0,009;0,006;8,3;0,63;18,2;;0;430;;0,4;131;21;930;;350;;;19,1;0;0;332,8632;28,709;;19,1;;48,5;0;;;90;;;0;;;;;14,5;2,7;;;;12;0,1;0,1;;;0,3;0,01;1,5;0,06;0;
945;1;Milk and milk products;Queso para untar, con finas hierbas;Cheese spread, with spice and herbs;A0109 A0452 A0626 A0720 A0724 A0776 A0786 B1201 C0245 E0119 F0018 G0003 H0107 H0130 H0227 H0296 H0367 H0368 J0135 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;3,1;;;;;;;;;;;;;162,3;1,2;0,24;;;;;;;;;;;;;;;;;;;6,6;0,7;14,3;;0;78;;0,1;82;7;29;;55;;;;;0;251,4;23,9;;6,5;;66,5;;;;65;;;;;40,4;;;2,7;0,1;;;;2,8;;1;;38,4;0,29;0,06;0,6;0,08;3,8;2,8
946;9;Fruits and fruit products;Melocotón, desecado;Peach, dried;A0143 A0455 A0629 A0707 A0732 A0756 A0834 B1350 C0229 E0133 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;61,3;;;;;;;;;;;;;74,2;0;0;;;;;;;;;;;;;;;;;;;0,28;0,37;0,08;;8,2;36;11;6,8;1100;54;6;;120;;;;;0;271,5408;0,76;;3,6;;26,1;;;;0;;;;0,36;23;0,3;;2,2;0,8;;;;14;;5,3;0,56;0,07;0,21;0;0;0,07;4,8;14
947;1;Milk and milk products;Queso para untar, con salmón;Cheese spread, with salmon;A0109 A0452 A0626 A0720 A0724 A0776 A0786 B1201 C0245 E0119 F0018 G0003 H0107 H0130 H0153 H0296 H0367 H0368 J0135 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;3,1;;;;;;;;;;;;;163,2;1,2;0,24;;;;;;;;;;;;;;;;;;;6,6;0,7;14,3;;0;84;;0,1;89;7;32;;59;;;;;0;258,216;24,3;;7,3;;65,3;;;;3,1;;;;;40,4;;;2,7;0,2;;;;2,8;;1;;43,4;0,29;0,06;0,6;0,07;3,8;2,8
948;1;Milk and milk products;Queso para untar, natural, bajo en calorías;Cheese spread, plain, light;A0109 A0452 A0626 A0720 A0724 A0776 A0786 B1201 C0245 E0119 F0018 G0003 H0107 H0130 H0247 H0367 H0368 J0135 K0003 M0001 N0001 P0024 P0132 R0212 R0497 Z0112;1.000.000;;4,2;;;;;;;;;;;;;62,2;0,18;0,24;;;;;;;;;;;;;;;;;;;2,6;0,3;7,6;;0;110;;0,2;190;25;480;;150;;;;;0;141,672;13;;14,2;;74,1;;;;37,6;;;;;20,1;;;1,1;0,2;;;;4;;0,3;;;0,15;0,01;0,4;0,02;0,5;4
950;1;Milk and milk products;Yogur líquido, aromatizado sabor s/e;Drinking yogurt, flavoured n/e;A0101 A0452 A0626 A0721 A0724 A0776 A0778 B1201 C0235 E0102 F0014 G0003 H0101 H0117 H0158 H0184 H0247 H0362 J0123 K0003 M0188 N0036 N0042 P0024 R0212 R0497 Z0112;1.000.000;;12,8;;;;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;0,4;0;0,9;;0;107;;0,1;135;11;45;;81;;;2,9;0;0;76,27176;1,376;;2,9;;81,5;0;;;0;;;12,8;;4;;;1;0,3;;;;5;0,09;0,09;;;0,16;0,03;0,2;0,05;0;
952;1;Milk and milk products;Yogur líquido, entero, con cereales;Liquid yogurt, whole milk, with cereals;A0101 A0452 A0626 A0721 A0724 A0776 A0778 B1201 C0235 E0139 F0014 G0003 H0101 H0117 H0168 H0184 H0247 H0319 H0322 H0323 J0123 K0003 M0187 N0036 P0024 R0212 R0497 Z0112;1.000.000;;20,8;;;;;;;;;;;;;16,5;0,1;0;;;;;;;;;;;;;;;;;;;0,4;0;0,9;;0;110;;0,12;142;13;41;;88;;;;;0;114,456;2;;2,9;;74,3;;;;0;;;;;4;;;1;0,33;;;;5;;0,42;;0,07;0,14;0,03;0,3;0,07;0;5
953;1;Milk and milk products;Yogur, búlgaro;Yogurt, bulgarian-style;A0101 A0452 A0626 A0721 A0724 A0776 A0778 B1201 C0235 E0135 F0014 G0003 H0101 H0184 H0247 J0001 K0003 M0187 N0036 N0042 P0024 Z0215;1.000.000;;5,8;;;;;;;;;;;;;33,9;1;0;;;;;;;;;;;;;;;;;;;0,7;0;2,2;;0;110;;0;160;11;44;;90;;;;;0;74,256;3,4;;5;;85,8;;;;11;;;;;17;;;2,9;0,4;;;;6;;0,8;;;0,18;0,03;0,4;0,05;1;
955;1;Milk and milk products;Yogur, desnatado, con cereales;Yogurt, skimmed, with cereals;A0101 A0452 A0626 A0721 A0724 A0776 A0778 B1201 C0235 E0134 F0014 G0003 H0101 H0184 H0228 H0248 H0319 H0322 H0323 J0123 K0003 M0188 N0036 N0042 P0024 R0212 R0497 Z0112;1.000.000;;8,2;;;;;;;;;;;;;134;0;0;;;;;;;;;;;;;;;;;;;0;0;0;;0;145;;0;222;13,7;64,6;;101,5;;;;;0;51,48;0,1;;4,2;;87,5;;;;1,6;;;;;20,6;;;2,9;0,5;;;;26;;1;;0,37;0,19;0,04;0,4;0,37;1,3;26
956;9;Fruits and fruit products;Níspero, con piel, crudo;Medlar, with skin, raw;A0143 A0455 A0629 A0669 A0707 A0732 A0833 B2014 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;0;12,1;0;0;;;;;;0;977;;;;218;0;0,89;;;;;;;;;;;;;;;;;;;0;0,09;0;;1,7;16;;0,28;266;13;1;;27;;;;;0;52,776;0,2;;0,4;;85,6;;;;0;;;;0,04;1;0,15;;0,6;0,05;;;663;14;;0,1;;0,1;0,06;0,2;0;0,1;2;14
961;3;Meat and meat products;Cerdo, solomillo, asado;Pork, sirloin, roasted;A0150 A0459 A0633 A0714 A0726 A0737 A0799 B1136 C0269 E0150 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0027 Z0112;1.000.000;;0;;;;;;;;;;0;;0;0;0;0,1;;;;;;;;;;;;;;;;;;;2,2;0,58;1,7;;0;9;;1,5;540;25;65;;290;;;28,8;0;0;159,2484;4,70094;;28,8;;65,2;0;;;73;;;0;;1,1;;;6,9;2,4;;;;6;;4,7;0,7;;0,4;0,9;0,6;0,4;0;
962;3;Meat and meat products;Ciervo, parte s/e, crudo, con grasa separable;Deer, piece n/e, raw, with separable fat;A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1583 C0268 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0018 Z0112;1.000.000;;0;;;;;;;;;;;;;0;0;0,2;;;;0,255;1,713;;1,188;1,657;1,287;0,01;;;0,379;0,113;0,041;;;;0,4;0,4;0,8;;0;5;64;3,3;340;25;55;;210;;;;;0;104,784;1,6;;22,2;;76,2;;;;50;;;;0,25;6;0,04;;9,7;2,4;;;;4;;6,37;;;0,48;0,22;6,31;0,37;0;
964;3;Meat and meat products;Conejo, entero, estofado;Rabbit, whole, stewed;A0150 A0459 A0633 A0726 A0737 A0793 B1323 C0269 E0150 F0014 G0020 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0110;0.980000;;0;;;;;;;;;;0,01;;7;7,00167;0,2;0,01;;;;;;;;;;;;;;;;;;;2,8;2;3,4;;0;17;;2,1;255;21;37;;213;;;29;0;0;195,37392;8,67725;;29;;62,3;0;;;90;;;0;0,06;3;;;16;0,9;;1;;4;8,1;8,1;0,8;;0,24;0,07;9,8;0,47;0;
965;3;Meat and meat products;Jamón cocido, categoría s/e;Cooked ham, category n/e;A0279 A0459 A0633 A0714 A0726 A0737 A0793 B1136 C0125 E0145 F0014 G0012 H0227 H0253 J0108 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0,4;;;;;;;;;;;;;0;0,7;0,08;;;;;;;;;;;;;;;;;;;1,4;0,36;1,1;;0;9,6;2640;2,1;270;17,5;970;;239;;;;;0;113,952;3;;21;;75,6;;;;50;;;;0,12;10,9;0,01;;11;2,8;;3;;0,2;;11,4;1,03;0,2;0,18;0,46;0,7;0,2;19;3,2
966;3;Meat and meat products;Corazón de cordero, crudo;Heart, lamb, raw;A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1669 C0201 E0150 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.780000;;0,21;;;;;;;;;;;;;0;0,2;0,37;;;;;;;;;;;;;;;;;;;1,6;0,6;2,3;;0;6;;4,6;316;17;89;;175;;;;;0;118,7928;5,7;;16,5;;77,6;;;;135;;;;0,4;7;0,05;;32;1,87;;4;;2;;6,14;2,63;0,39;0,86;0,31;8;0,39;5;4,6
967;3;Meat and meat products;Hígado, de cerdo, crudo;Liver, pork, raw;A0150 A0459 A0633 A0714 A0726 A0739 A0796 B1136 C0176 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.830000;;0;;;;;;;;;;;;;6495;2,2;0,17;;;0,003;0,035;0,942;;0,975;0,821;0,507;0,019;;;0,289;0,014;0,067;;;;0,52;0,81;1,2;0,2515;0;8;;13;330;21;87;;350;;;;;0;120,168;3,7;;21,4;;72,4;;;;301;;;;0;10;0,34;;52,7;6,9;;;;212;;15;6,65;;3;0,4;25;0,69;26;212
968;3;Meat and meat products;Paté de pimienta;Pepper paté;A0221 A0459 A0633 A0667 A0714 A0726 B1136 C0176 E0146 F0014 G0005 H0229 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0100 Z0112;1.000.000;;11,3;;;;;;;;;;;;;5835,7;0,9;1,6;;;0,035;0,398;6,732;;3,44;10,293;3,487;0,224;;;0,112;;;;;;12,84;3,02;10,48;0,3658;0;38;;3,5;93;11;660;;145;;;;;0;290,016;28;;11,9;;48,8;;;;96;;;;;36,2;;;25,7;2,9;;;;103;;4;;;0,8;0,06;6,3;0,13;1;
969;3;Meat and meat products;Pato, entero, asado;Duck, whole, roasted;A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1316 C0267 E0152 F0014 G0005 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0003 Z0111;1.000.000;;0;;;;;;;;;;0,01;;23;23,0017;1;0,02;;;;;;;;;;;;;;;;;;;5,4;1,2;2,7;;0;13;;2,7;260;20;85;;200;;;25;0;0;189,39048;9,84127;;25;;64,2;0;;;120;;;0;;1,2;;;24;0,31;;;;10;5,1;5,1;1,5;;0,47;0,26;1,2;0,25;0;
970;3;Meat and meat products;Corazón de pollo, crudo;Heart, chicken, raw;A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1457 C0201 E0150 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0,71;;;;;;;;;;;;;9;0,2;1,2;;;;;;;;;;;;;;;;;;;2,4;2,7;2,7;;0;22;;1,7;262;15;111;;164;;;;;0;149,1288;9,3;;15,6;;74,4;;;;136;;;;0,35;7;0,09;;4,3;3,1;;0;;72;;4,88;2,6;0,36;1,24;0,43;4,24;0,36;6;72
971;7;Pulses, seeds, nuts and products;Chufa, cruda;Tigger nut, raw;A0152 A0455 A0629 A0681 A0706 A0731 A0826 B2159 C0239 E0150 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205;1.000.000;;42,5402;;;;;;;;;;0;;0;0;0;10;;;;;;;;;;;;;;;;;;;16,4693;2,20929;4,01689;;17,4;69,54;;3,41;519,2;86,88;37,63;;232,225;;;0;6,13;0;409,3848;23,74;;6,13;;7,095;29,1495;;;0;;;14,71;;0;;;0;4,19;;;;141;1,1;1,8;;;0,1;0,23;0;0,33;6;
972;3;Meat and meat products;Corazón, de cerdo, crudo;Pork, heart, raw;A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1136 C0201 E0150 F0003 G0001 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.950000;;1,3;;;;;;;;;;;;;10;0,2;0,63;;;;;;;;;;;;;;;;;;;1;1,1;1,2;;0;5;;4,3;257;20;80;;176;;;;;0;114,96;4,4;;17,3;;78,7;;;;131;;;;0,41;0;0,06;;10,4;2,2;;4;;2;;6,6;2,51;0,43;1,06;0,46;2,7;0,29;5,3;4
973;3;Meat and meat products;Corazón, de vaca/buey, cocido;Beef (cow/ox), heart, boiled;A0150 A0459 A0633 A0716 A0726 A0739 A0796 B1201 C0201 E0150 F0014 G0014 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;0;;0;0;1,4;0,7;;;;;;;;;;;;;;;;;;;1,4;0,77;2,3;;0;6;;7,3;232;25;100;;230;;;27,9;0;0;164,1408;5,6654;;27,9;;65;0;;;200;;;0;0,6;7;;;38,9;3,5;;;;2;3,1;3,1;1,6;;1,4;0,2;14;0,15;2;
974;3;Meat and meat products;Cordero, pierna, con grasa, asada;Lamb, leg, with separable fat, baked;A0150 A0459 A0633 A0714 A0726 A0737 A0799 B1669 C0269 E0150 F0003 G0003 H0003 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0024 Z0110;1.000.000;;0;;;;;;;;;;0;;0;0;0;0,1;;;;;;;;;;;;;;;;;;;5,7;0,85;6,4;;0;9;;2,2;286;22;60;;180;;;25;0;0;222,66768;13,5887;;25;;60;0;;;84;;;0;0,1;3;;;4;4,6;;3;;3;6;6;0,6;;0,26;0,12;2;0,15;0;
975;3;Meat and meat products;Gallina, entera, cruda;Hen, whole, raw;A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1713 C0267 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0003 Z0054;0.760000;;0;;;;;;;;;;;;;24;1,5;0,3;;;;;;;;;;;;;;;;;;;7,4;3,5;5,1;;0;10;;1;196;18,7;61;;169;;;;;0;231,312;18,1;;17,3;;64,6;;;;72;;;;;5;;;12;1,1;;;;8;;6,4;;;0,19;0,09;0,31;0,32;2;8
976;3;Meat and meat products;Pato, entero, crudo;Duck, whole, raw;A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1316 C0267 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0003 Z0112;0.890000;;0;;;;;;;;;;;;;24;1;0,02;;;;;;;;;;;;;;;;;;;3,2;1;2;;0;10;98;2;280;15;80;;200;;;;;0;138,096;6,5;;19,7;;73,8;;;;110;;;;0,25;1,2;0,02;;13,9;2,8;;6;;25;;5,3;1,6;0,34;0,3;0,1;3;0,34;3;25
977;3;Meat and meat products;Pichón, sin piel, asado;Pigeon, part n/e, without skin, roasted;A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1304 C0268 E0150 F0014 G0005 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0054 Z0110;1.000.000;;0;;;;;;;;;;0,01;;7;7,00167;0,2;0;;;;;;;;;;;;;;;;;;;1,1;0,64;0,78;;0;15;;20;400;35;100;;400;;;37;0;0;177,6;3;;37;;58;0;;;75;;;0;;2;;;16;0,7;;;;8;7;7;;;0,15;0,3;0,8;0,8;0;
978;3;Meat and meat products;Oca, sin piel, asada;Goose, part n/e, without skin, roasted;A0273 A0459 A0633 A0655 A0715 A0726 A0795 B1253 C0268 E0152 F0014 G0005 H0003 J0001 K0003 M0001 N0001 P0024 Z0003 Z0018;1.000.000;;0;;;;;;;;;;0;;7;7;0,01;0,02;;;;;;;;;;;;;;;;;;;6,9;2,5;7,3;;0;12;;3,7;400;28;120;;290;;;29,1;0;0;275,6544;17,672;;29,1;;52;0;;;75;;;0;;1,2;;;24;2,6;;;;12;4,1;4,1;1,6;;0,4;0,09;1,2;0,45;0;
979;7;Pulses, seeds, nuts and products;Crema de cacahuete;Peanut butter;A0260 A0467 A0641 A0663 A0722 A0730 A0824 B1337 C0136 E0119 F0014 G0003 H0124 H0158 H0263 H0367 J0123 K0001 M0134 M0215 N0001 P0024 R0212 R0497 Z0112;1.000.000;;11,2;;;;;;;;;;0;;0;0;0;5;;;0;0,02;4,741;;2,181;24,812;12,215;0,027;;;0,018;0;0;;;;25,8;12,8;10,1;;7;40;;2;750;180;313;;366;;;0;25,5;0;602,0952;50,9414;;25,5;;1,2;5,5;;;0;;;5,7;;0,5;;;4,1;3;;;;67;15;15;;;0,1;0,15;0;0,5;0;
980;3;Meat and meat products;Pollo, entero, con piel, asado;Chicken, whole, with skin, roasted;A0273 A0459 A0633 A0715 A0726 A0741 A0795 B1457 C0267 E0150 F0014 G0005 H0003 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0111;1.000.000;;0;;;;;;;;;;0;;7;7;0,2;0,2;;;;;;;;;;;;;;;;;;;1,86;0,8;1,42;;0;12;;1,3;300;24;80;;200;;;26,4;0;0;177,408;5;;32,6;;62,3;0;;;91,3;;;0;;6;;;24;0,9;;;;8;7,7;7,7;1,1;;0,17;0,07;0,3;0,44;0;
981;3;Meat and meat products;Vaca/buey, solomillo, crudo;Beef, sirloin, raw;A0150 A0459 A0633 A0714 A0726 A0737 A0794 B1201 C0269 E0152 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0027 Z0112;0.790000;;0;;;;;;;;;;;;;0;0,5;0,45;;;;;;;;;;;;;;;;;;;1,9;0,2;2;;0;5;49;5;290;22;88;;210;;;;;0;135,84;4,5;;23,5;;72;;;;51;;;;0,02;1;0;;8;1,8;;1;;4;;6,3;0,8;0,26;0,8;0,45;2;0,26;0;4
982;3;Meat and meat products;Salchicha, tipo viena;Sausage, viena type;A0221 A0459 A0633 A0667 A0714 A0726 A0798 B1105 C0268 E0151 F0014 G0003 H0172 H0227 H0253 H0306 J0001 K0003 M0003 N0001 P0024 R0212 R0497 Z0018 Z0019 Z0096 Z0099;1.000.000;;2;;;;;;;;;;;;;0;0,2;0,22;;;;;;;;;;;;;;;;;;;12,5;1,7;9,3;;0;10;;0,88;101;7;953;;49;;;;;0;273,96;25,2;;10,3;;62,5;;;;52;;;;0,03;5,5;0,03;;16,9;1,6;;;;4;;1,61;0,35;0,12;0,11;0,34;1,02;0,12;0;4
